AccountNumber,Name,NumberOfEmployees,NumberOfLocations__c,Phone,SLA__c,SLASerialNumber__c,Account_Number_External_ID__c,IsActive,CreatedDate,AmountPaid
845,Candie,92,81,728-469-9484,gold,083912393,3b3c2542-b0f0-47c6-9922-3d4a237cc0df,false,12/31/2024,99.05
846,Beitris,35,59,864-494-1594,bronze,083903085,25dfefba-306c-4fe5-ab5a-5da289688b2c,false,9/28/2024,51.27
847,Linzy,19,86,962-227-9291,silver,021214875,b0ab11b8-2368-49ef-9390-e40f9f0768fc,false,10/19/2024,28.98
848,Costanza,40,52,553-901-5678,platinum,102089644,71dff324-8b08-4fac-b12b-886ddc3d04e8,true,7/23/2025,60.82
849,Corilla,24,78,505-844-9015,silver,241271180,3be1d882-ae63-40a8-89dd-dfbd2eec97cf,false,9/2/2024,27.81
850,Louise,4,91,975-128-2263,bronze,111314931,baf074ba-d3f6-49ee-977c-aa7e24d53e1b,true,12/4/2024,90.85
851,Howie,53,2,506-143-2398,platinum,092904774,5dd3c1d2-1d91-4b7c-a5c7-549c3a3195a1,false,6/1/2025,12.56
852,Quinn,76,27,235-764-7263,platinum,111101995,bb0a4e78-8dcc-48ec-a2f1-7c06468a246b,true,8/17/2024,13.07
853,Aurea,99,52,612-553-3402,gold,011307077,08cb9da2-1c47-4262-8312-1d682202efe2,false,6/11/2025,53.08
854,Carey,31,83,363-656-9482,silver,104106509,64e4dce5-b373-4679-aa92-6c27377fe93d,false,1/1/2025,90.01
855,Prue,24,55,695-565-9545,gold,056004720,c9584caf-b169-45b0-ba4c-cab0e1c38c67,true,7/2/2025,18.29
856,Marty,93,79,629-326-9750,gold,062102292,86bab5d2-e385-4b94-baed-62f6e7362335,false,4/20/2025,14.3
857,Wanids,87,1,752-197-9136,silver,102004331,1ddad3b5-4ada-435e-9cda-189fca6cbfcb,true,4/11/2025,35.13
858,Angelika,74,66,952-343-7902,silver,103102106,0c61e1f3-ac0a-4bae-91f4-47cead870b0c,true,10/29/2024,44.75
859,Louise,62,16,589-899-1068,gold,123202293,b6c4c5fd-64b7-4675-a5bb-0ea4f4e86301,false,4/28/2025,84.24
860,Carlina,1,48,460-786-6845,gold,053112437,c7848fe6-f5c6-4e68-b511-18ec1c7506ed,true,5/5/2025,59.46
861,Grissel,88,88,626-173-9610,gold,122239335,a69f983d-9137-4fff-9ea4-c0c098731b31,true,8/6/2025,42.1
862,Nobe,18,84,314-587-4604,gold,011303123,a83cf448-7d06-4063-ae07-42638c1b4bba,true,5/2/2025,43.64
863,Layton,22,77,504-696-3865,bronze,053112576,614c8f64-7f1a-408b-ba02-ce167327b9d5,false,10/30/2024,6.98
864,Griffy,60,26,428-342-5608,gold,211370493,2f485030-1e90-4fcd-ba10-026dd68d357a,false,2/16/2025,6.61
865,Talia,55,19,395-165-8739,bronze,103107046,48ef13e9-a832-4ff8-8047-109be0845796,true,12/17/2024,49.17
866,Sollie,59,70,513-758-8662,platinum,021207235,b50c2294-9c38-4ad3-a8a8-30560f208463,false,1/8/2025,74.05
867,Brigit,73,22,506-997-6046,bronze,322270055,84852ea4-1666-4559-8b94-57f13d675ce7,false,5/19/2025,21.59
868,Jessamyn,58,87,954-108-2644,bronze,084306953,7579fa6f-755f-47cf-9812-b6ae99115212,false,11/16/2024,94.29
869,Marsha,91,38,139-605-4292,platinum,026014041,39526a0d-67eb-4d26-8bb1-2fa6faf29836,false,6/30/2025,22.44
870,Sofie,99,72,859-246-6630,platinum,103104353,74d72959-1fb1-419a-bc91-27ff6af9150c,false,7/22/2025,12.21
871,Keri,58,87,118-975-1458,gold,011100892,b03c8755-6dc5-4dec-b75d-ae87d595abf5,true,1/14/2025,14.45
872,Brewer,50,100,130-380-7744,platinum,221672851,7cda2086-88d4-4222-b48b-432ac3af0b75,true,7/16/2025,82.64
873,Renaud,14,91,872-803-1474,bronze,123006800,a07f6718-5773-451b-b04f-a0a43cfd0a53,false,5/18/2025,63.96
874,Manfred,21,39,557-358-9373,bronze,042207735,cc754410-7881-4d5b-a803-08daea8a455b,false,10/27/2024,37.83
875,Skye,89,99,237-391-4662,silver,062201847,70ed3cb1-6578-4c54-a2ec-10b1768dc38c,false,11/24/2024,23.4
876,Granger,31,18,768-948-3144,bronze,083905892,feed6dca-4de6-46f8-a516-d4894ec8b047,false,10/19/2024,44.07
877,Corey,79,31,398-659-7189,gold,054001712,eeccfdf5-ffb2-48cb-9d1f-b2ff0f82a402,false,10/26/2024,90.59
878,Padget,6,81,843-707-5285,bronze,062203227,9bbb41f0-b6a0-4537-9ccf-698bb678cb31,true,9/7/2024,81.45
879,Smitty,29,2,648-899-3134,silver,062203816,67a0adfd-f0eb-4751-b8b4-1a4cafdfd61d,false,6/7/2025,55.34
880,Zonnya,91,1,876-767-7124,silver,031301998,e6ed0ad4-d387-414c-b254-ab0e8bbb84c7,false,5/29/2025,15.47
881,Elysia,44,52,403-604-6257,platinum,053101529,e4153aa0-0c22-43b5-8495-63670ff306d1,true,12/18/2024,53.66
882,Bondie,22,30,285-936-1617,gold,083902374,6b54b98c-6046-4994-8523-15dc7221d787,true,4/26/2025,45.8
883,Lockwood,78,16,997-300-4611,gold,031100490,c89a7828-ba34-442d-8793-71b09e71736d,false,3/16/2025,70.0
884,Letti,9,1,741-938-2943,gold,031315007,26c49a2c-7675-4fa8-a0e4-8079db607de0,false,9/29/2024,57.24
885,Vina,61,7,718-632-5875,gold,121201814,324355d8-6f64-448c-8b79-2b8427d82dc2,true,5/4/2025,67.93
886,Bertine,12,70,474-967-9692,gold,021000678,9d64abac-b663-4332-9b39-d4a6e402f68e,false,4/10/2025,77.31
887,Michel,15,6,201-620-2941,gold,071006282,8e94f371-cbaf-42ba-b2a1-e9560cd29442,false,12/7/2024,74.7
888,Maurits,70,27,752-200-8078,gold,072401006,0c67d99d-7e55-40e8-9ec2-636631a71dbb,false,5/27/2025,83.39
889,Katlin,71,14,860-787-9198,bronze,071100706,dfc0e31f-2d15-41e6-87d5-d4ac96bb83c1,false,5/26/2025,48.89
890,Casi,88,72,757-544-1282,gold,114911580,bcf5439b-37bb-4a8d-9338-c3b68e616e72,true,4/30/2025,49.63
891,Kailey,73,47,143-526-1250,bronze,303072793,d5150188-24a3-42aa-8588-51cd70d0c38b,false,10/19/2024,18.22
892,Tally,14,17,744-264-7523,silver,064108524,c129c782-160a-4c92-88e2-33a7c1237de4,true,1/22/2025,59.73
893,Cullin,66,7,176-169-7279,bronze,031313261,a2f3ceb8-1022-4edc-810c-38a0d4f5d375,true,2/28/2025,56.72
894,Nicolas,61,47,371-114-5335,bronze,071123398,81917daa-478b-4168-af71-08c680326361,false,2/5/2025,77.29
895,Titos,13,81,330-800-4863,gold,101104795,1fb6107b-f5cf-41bb-9f10-1042634e9b52,true,11/3/2024,32.97
896,Hillary,22,95,459-966-1413,bronze,061219830,1b08daeb-7e49-4725-89f8-a23776be4755,true,10/1/2024,78.23
897,Reinwald,60,22,341-743-7932,gold,075907808,d254d7b4-65c9-4aba-942c-286c93c9a944,true,10/6/2024,56.46
898,Vernen,21,49,472-534-8757,silver,081303823,99f5681f-5dc8-4627-8795-5676743e1b8f,true,11/10/2024,4.67
899,Jolene,73,7,786-798-5875,platinum,122242937,dc5d9e72-9c92-4382-88a1-1b0915020430,false,6/18/2025,55.6
900,Sheffie,2,33,969-723-6951,silver,274970717,4b9f8d0c-f96b-477f-9420-232e069a57d9,false,2/19/2025,71.89
901,Benson,83,92,548-249-6774,bronze,271992219,9f66dc06-6106-4aa0-9ffd-87e7bd731258,false,8/16/2024,61.37
902,Elmira,55,63,844-109-8596,gold,101902298,ba221f6d-7e24-4ac8-b889-8927e9f1266c,false,10/7/2024,56.1
903,Edmund,75,78,533-785-5559,gold,104908257,5e750aab-abd5-47c5-946a-9574d8a5fefc,false,11/2/2024,1.72
904,Arnuad,5,83,202-234-0364,silver,111317637,4e7bb6eb-99d5-44b3-b5f6-b46918cd114d,false,3/8/2025,84.3
905,Rubie,76,18,150-659-9319,silver,073922458,114ce271-022b-47bc-858e-1be399bc5678,true,8/18/2024,3.31
906,Quinton,25,61,646-593-8351,platinum,021200559,8d55539b-1e1f-4e5f-9818-e4ea48c8e17a,false,5/21/2025,73.31
907,Tobias,81,56,358-131-5763,bronze,042101925,75758d50-381b-4d60-9be6-52b92fa71677,false,11/28/2024,72.41
908,Alastair,18,2,942-535-3483,silver,041202511,fd439398-0350-4655-88bb-659978c836ab,true,4/4/2025,84.24
909,Stavros,29,39,176-687-2309,platinum,052100725,24948894-79e4-4c7a-b4fb-c35eeb5da047,false,8/18/2024,68.23
910,Charleen,60,29,709-859-4628,silver,111906161,da92a8b0-0dda-47f8-888a-2f940f214dfd,false,5/18/2025,29.32
911,Caryl,8,63,314-129-2667,gold,067092310,4cbbabec-9906-43a0-a967-eaaa5e2a1cb1,false,4/8/2025,43.46
912,Harrietta,20,90,390-869-5624,bronze,122233645,1951ab92-2f9b-47d9-8ddb-92d77f4cc529,true,2/7/2025,51.86
913,Hatti,66,81,425-742-9305,platinum,211370590,b62f2cd8-dc77-470c-b2b0-9bfb93009afc,false,4/9/2025,12.59
914,Hughie,15,90,312-317-9256,bronze,101101620,ec6c4725-bb53-4204-a1b1-4308269bb2b7,false,6/18/2025,9.37
915,Sasha,49,51,456-909-2166,bronze,101104096,86a7a47a-b6d7-444d-ba19-e73aed04eaa5,true,6/8/2025,59.66
916,Kippie,42,9,947-707-9898,platinum,103100218,8f7209a5-3d71-4959-ac65-bd0045b0523d,false,12/1/2024,83.41
917,Dorie,99,3,373-919-2762,silver,061104275,825a7ade-9817-4dd8-9131-b16a43464eb3,false,10/12/2024,66.65
918,Nalani,69,44,503-792-4886,platinum,122233645,d0a8158c-b8b0-44e6-abad-3762e2ab484c,true,7/29/2025,33.72
919,Chelsey,87,97,453-824-3392,bronze,073922005,6bdb9ae8-ec3e-4e6a-9d52-bd99126af1ff,false,12/15/2024,71.57
920,Gordon,98,46,462-926-9609,bronze,253273901,99afa7e4-5c72-4b38-957e-0c65eb22bed7,true,11/5/2024,28.48
921,Doralia,59,75,195-534-1995,gold,031307866,51e6df86-5f68-4c1a-b397-0074be876183,false,5/4/2025,88.06
922,Henry,24,40,832-652-6038,bronze,102089644,f68a36d5-b800-4970-aba9-59f7d385afbb,false,1/11/2025,32.35
923,Babs,80,48,352-693-8301,silver,084006059,98700acb-f788-49e1-bc07-e5f6f083e342,true,6/28/2025,72.27
924,Tanney,34,27,760-702-8969,bronze,061120291,bf75290f-9850-44a3-af2b-687b3dec6e1e,false,11/6/2024,96.28
925,Maia,4,24,388-575-5284,platinum,064102601,8f30e66e-8123-4c3e-a6b2-1274657ad21d,false,3/4/2025,92.56
926,Janey,47,2,775-180-6309,gold,091901972,c4dd42ba-ee1c-44ec-86b8-b739988693b9,false,7/6/2025,90.96
927,Ansell,12,63,342-326-7734,bronze,091311009,db6bd008-48ef-4780-9059-95a5a1ed610e,false,1/20/2025,28.86
928,Pier,14,78,825-468-5246,silver,084202235,3bda4bd6-6194-41ba-bcfc-8450e2d2531d,true,12/30/2024,72.92
929,Doloritas,45,65,198-169-2244,gold,031302638,3306cf25-cfaf-4311-bc92-4ff608215f53,false,6/7/2025,79.71
930,Rafaelia,68,87,433-595-2932,bronze,111024849,0a8afa0c-d5e0-4ee6-a1bb-903272383c02,true,7/20/2025,90.71
931,Den,88,74,494-893-7662,gold,322270408,1261d3e7-2e3b-43ae-9909-666e027455d6,true,12/23/2024,54.17
932,Renaldo,99,70,662-681-1099,bronze,123205054,2e036fb1-258d-4937-9f5e-c754e37e0037,false,9/13/2024,19.24
933,Yettie,87,34,263-437-5799,gold,321170444,fc0f62a7-89a5-4b05-988a-fc9f40d46729,false,7/23/2025,26.58
934,Barney,53,21,996-999-1116,gold,055002286,99a19270-e54f-4538-a73e-5e6e3ebe3513,false,4/2/2025,85.64
935,Marcello,96,83,125-254-7563,platinum,111912252,aa20a453-a52d-477f-b7ef-ced7819ed16e,true,2/14/2025,66.57
936,Wilhelmine,5,43,958-297-8211,gold,086504326,bf931034-99ab-42a1-99fe-2634f768617a,true,10/12/2024,72.88
937,Joachim,42,50,566-417-3550,platinum,101106751,afab86bc-0952-4098-b2ce-87e404889668,true,9/13/2024,83.35
938,Ruddie,87,75,854-375-4678,platinum,071905613,4d748671-6aff-4bcc-9c4a-b6826c2ea80c,false,7/19/2025,34.36
939,Sidoney,46,10,979-291-6435,bronze,072408504,e2e457bc-9fb9-445f-adc1-5c42c1683e65,true,11/22/2024,92.95
940,Fenelia,88,93,943-355-3360,gold,241071762,ed8abe25-6a84-4e62-9841-2fc6941278bb,false,4/2/2025,35.61
941,Ephrem,85,11,521-660-9674,bronze,121000374,4162b384-88a5-40bd-9a18-c0c278adf21d,true,8/16/2024,68.33
942,Madeleine,1,34,130-183-8442,silver,242071305,35d61314-c337-4088-87c2-e13de1fb692b,false,7/14/2025,65.96
943,Horatius,59,22,760-743-3736,bronze,091206884,369d2d22-6c85-4c94-9579-b7e25e85c32d,true,1/17/2025,1.18
944,Collin,94,70,744-133-4703,silver,062205937,4aa794a7-7a4a-4eb8-b170-08e641525c37,false,4/21/2025,43.85
945,Marlin,29,8,833-578-8916,gold,062102849,f41dcb54-ad86-48e8-b3bf-cfd98c220732,false,4/9/2025,97.98
946,Bondy,32,65,996-500-1319,bronze,122105809,dd650a77-4cd9-488e-bef2-ca78bc974412,true,12/9/2024,76.03
947,Saundra,89,9,180-244-6131,silver,081511754,9d502ccf-6089-4521-a700-401834b70ed5,true,4/19/2025,91.29
948,Gwenni,32,89,319-728-5894,platinum,111321270,e65d2342-5c98-4297-8ab4-972cee4eeaa8,true,11/24/2024,8.83
949,Herculie,69,48,825-273-9110,gold,064101576,bca5c3fd-e870-4bc7-bb90-bbea8a0277eb,true,12/23/2024,19.1
950,Kirby,11,76,239-750-0576,silver,111900785,f3850de1-28ec-489a-95cb-288d0ee3de1f,false,4/28/2025,84.82
951,Drake,24,61,314-210-9298,silver,044205146,fb9ca86b-fb04-487c-89b2-1f76f99623d4,true,1/6/2025,11.11
952,Leanora,19,85,185-963-5207,bronze,091400020,f0dd691a-d34c-4c91-bb06-76ead1fd24e3,false,12/13/2024,72.01
953,Mabelle,93,54,233-928-9213,platinum,111913798,b79fb501-703b-4bb3-8216-3456cbf795b8,true,6/9/2025,66.68
954,Brannon,23,46,572-337-0638,bronze,026015079,e4d2ab2c-4fbf-4e30-bf5e-6f645e3273eb,true,12/11/2024,67.36
955,Almeda,94,46,750-731-5905,silver,065305863,b8e1bd4c-dbea-4594-9f3e-6fdf4a93136b,false,10/26/2024,10.86
956,Gale,81,26,763-631-2320,bronze,081208928,f980dd77-f758-4229-a568-00ebf04d02d0,false,3/10/2025,51.61
957,Valenka,1,34,838-286-3543,platinum,091205607,c0fe08fb-79a4-483a-89ca-7a3d0935b6cb,true,6/8/2025,97.86
958,Cordy,39,27,813-794-8703,platinum,271070607,088005e8-2442-42be-bd15-0941e74d598f,false,7/28/2025,95.63
959,Pandora,96,79,106-446-6078,bronze,072413599,6a2b9d9f-b4d1-4b5e-97e1-c7db0ffcadcb,false,4/27/2025,31.87
960,Mannie,32,3,911-964-7508,gold,114924739,b4279649-b11b-493b-99ab-6314e51db082,false,9/25/2024,96.45
961,Gerianna,80,1,488-294-5286,bronze,081518045,81e95565-e9ed-4846-93d2-69ef2bd869b0,true,12/30/2024,39.32
962,Irita,33,29,686-842-0803,platinum,122043440,0524009a-1d7b-4d28-9bd3-635c345b7e70,true,3/29/2025,79.48
963,Caressa,67,35,668-665-7516,platinum,113110984,fc2b8e9b-6685-4ab9-a3f1-b958c926e407,true,7/28/2025,95.24
964,Katlin,10,15,591-488-0926,bronze,122241941,bf397031-d559-470e-943d-b9c7b9b17f11,false,11/6/2024,98.75
965,Charity,26,39,808-691-8263,platinum,072000096,21cf914b-8a63-40bc-88e4-876c6dc7a782,true,8/29/2024,88.35
966,Eolanda,55,30,436-531-3118,bronze,073919416,cf39a3ae-f4ba-43b6-b704-c0636f890503,false,4/25/2025,85.59
967,Ernestus,23,65,767-563-7002,platinum,113000609,0f9aee28-b508-4235-a8d3-ef710de03b34,false,3/27/2025,51.66
968,Orelle,55,46,750-471-0283,gold,053174103,d31a19f3-b57c-48b3-949b-b44f4bf1eb32,true,1/12/2025,27.74
969,Marie-jeanne,100,14,957-482-6117,platinum,082905181,0b5e9df9-dd78-4459-b05b-13bbac9e546e,false,3/23/2025,31.44
970,Tabbitha,85,64,639-561-0285,bronze,071909363,d63e5afc-47ba-4640-a83a-a3556d4de49a,true,4/4/2025,48.89
971,Jory,86,54,107-445-8204,gold,103102274,173694b7-9764-42f2-bc15-314c1c0f1667,false,3/3/2025,63.95
972,Daniel,31,91,911-255-8728,gold,056007387,7056ec82-3ae3-4940-8374-b6ace2858036,true,2/17/2025,7.67
973,Moselle,88,28,109-633-9095,platinum,063113772,91e5b263-b562-4f36-a422-7ec0341ea7ef,true,2/1/2025,23.81
974,Gothart,100,58,559-440-3913,platinum,026007508,b3b94d94-4a8b-4f2a-99ef-c476011e2ca3,false,2/5/2025,8.04
975,Keary,43,43,167-913-2435,silver,021000322,75bd3364-00aa-4056-bb6e-8b3758fbb151,true,12/10/2024,61.43
976,Jolynn,24,35,958-409-4580,platinum,071909211,cb004352-49db-4b2b-ac15-dc1595614617,true,2/18/2025,8.9
977,Theda,85,33,761-116-3286,platinum,061121164,2f7541af-b256-4bd0-a4b8-1e688b5cb073,false,7/13/2025,9.92
978,Vivien,69,8,201-242-8555,silver,111910681,e8ea6b8d-297f-47c2-af86-9fbb62b9bc0a,true,6/29/2025,65.24
979,Edita,67,64,876-512-8945,platinum,114916488,2c763a25-83d8-48d2-8400-42a4db8ee73b,false,6/25/2025,76.88
980,Kathleen,51,5,793-186-5289,silver,211274586,25c3f4b0-890d-41a5-89df-32d8af066b09,false,11/11/2024,36.6
981,Happy,23,69,721-668-6178,silver,011500120,2189d4b0-0fab-4cab-b9bb-78c4da4f05b6,true,2/25/2025,61.56
982,Luise,80,34,414-211-5650,platinum,091408996,6f4e6287-b885-48af-bfa8-a1a735af0d24,false,2/11/2025,53.83
983,Jewel,50,48,238-499-3726,bronze,123206053,c6412faf-6c17-4b90-b154-1cab1fd8e2d8,true,1/8/2025,5.37
984,Cletus,3,4,638-668-1771,platinum,042103363,30d2a417-697e-49e5-9a27-0d9fc08a63b6,false,6/15/2025,68.39
985,Westbrooke,77,67,631-551-7188,gold,107005296,9545698c-0f85-4838-b790-1d9d56ae9d9e,false,4/30/2025,99.09
986,Agosto,48,1,331-841-8645,gold,325070760,1a71abe7-d539-4e76-93dd-540a4c6fb42e,true,10/29/2024,72.02
987,Milka,34,33,275-835-7993,platinum,075911205,d4a31289-3499-4e17-873b-cda54ac4caeb,true,2/12/2025,11.69
988,Shalne,62,61,259-501-2850,platinum,065301689,cf3ee769-1b9a-4859-af46-a931766712a9,false,5/13/2025,31.11
989,Lilias,98,89,462-117-0912,bronze,081518375,be95eb39-78b5-44e1-a414-763b0897a5bb,false,5/11/2025,25.19
990,Orton,80,15,669-680-0750,gold,102100138,1e918016-5139-4138-8236-f0cdcbc9b9a7,true,2/9/2025,48.78
991,Jareb,18,28,353-577-7112,bronze,061204654,b9112bb8-ddc2-4bfe-b77a-e88db043ba8d,true,3/30/2025,39.12
992,Giorgi,83,34,308-219-8300,silver,027000407,a8cc8e9c-df24-4ea5-af75-1d57039227cc,true,6/3/2025,11.43
993,Biron,30,20,751-339-0550,platinum,041001246,155d9459-26f9-42bf-9f50-1dfe8b6d80ed,true,9/9/2024,91.94
994,Pamela,68,56,386-549-3634,silver,062205199,8ba104d2-e6fe-4bee-9b10-c3c8e64d745f,true,5/11/2025,36.59
995,Irena,100,8,244-122-1690,platinum,292977831,f29dd2cb-bf61-4cc0-b554-d278617480f1,false,5/4/2025,8.44
996,Elna,23,74,700-867-8891,platinum,073903325,7a5df631-0fd0-4000-be8b-5c5f1f5fe84a,false,11/25/2024,63.06
997,Doti,79,42,880-260-1174,platinum,114009816,3e2c80a8-bc05-402b-8536-7894d4825477,true,5/6/2025,47.13
998,Warren,51,75,281-428-0443,platinum,313173336,e6334973-9808-410e-90bd-21fb5df84fb9,true,2/5/2025,52.86
999,Gale,40,28,887-726-2903,silver,101105927,3fe8a347-07e9-4bf2-910a-da4a15ef4516,false,8/28/2024,98.61
1000,Erda,18,32,118-233-7358,bronze,111914917,d87f8326-2cf7-4024-9796-d66b6c93ab26,false,8/16/2024,93.55
